DeviceGuid,EHTServerGuid,BreakerPanelGuid,ControllerPanelGuid,LocationGuid,DeviceTag,DeviceType,BreakerNumber,ControllerPosition,DeviceAddress,Port,ComFailureCount,ComRetryCount,ComSuccessCount,ComTxDelay,ComRetries,FirmwareVersion,Offline,DeleteChildren,IPAddress,InstalledDate,DevicePriority,DeviceModel,IsSteamable,DeviceData,ReadTimeout,WriteTimeout,WirelessCommOptions,ControlSetpoint
00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,Dummy,Dummy,          ,          ,0,0,0,0,0,0,0,0,0,0,0,2004-01-01 00:00:00.000,0,0,0,0x00,0,0,0,0
DB54AE45-EE1A-4C8E-88FF-05531D328C35,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,HT-106 (A-101 Tank Man + OHB),LOOP2,          ,          ,25,0,0,0,0,0,0,1,0,0,,2023-07-27 09:04:52.780,0,108,0,0x0001000000FFFFFFFF01000000000000000C020000004C436C61737365732C2056657273696F6E3D332E362E3134372E302C2043756C747572653D6E65757472616C2C205075626C69634B6579546F6B656E3D3931306162363430393531313661633005010000001E4548542E4548544465766963654D6F64656C2E4548544369726375697432040000000B4973537465616D61626C650E4C61737455706461746554696D650F446576696365436F6D6D446562756706436F6E66696700000204010D244548542E4548544465766963654D6F64656C2E4548544369726375697432436F6E6669670200000002000000000030428DB30DDC480A09030000000503000000244548542E4548544465766963654D6F64656C2E4548544369726375697432436F6E666967420000000C52656C6179416464726573730B52656C61794E756D626572035461670B4465766963654D6F64656C0F4669726D7761726556657273696F6E0A4C6F6F70456E61626C650B436F6E74726F6C4D6F64650D4661696C5361666553746174650F47726F756E644661756C74547269700C4D61696E7461696E54656D700D4869676854656D70416C61726D0C4C6F7754656D70416C61726D084465616462616E64104869676843757272656E74416C61726D0F4C6F7743757272656E74416C61726D1047726F756E644661756C74416C61726D1447726F756E644661756C7454726970416C61726D12504153434D696E416D6269656E7454656D700F504153434D696E5069706553697A650B506F77657241646A7573740C417578696C61727954656D700B52544431416464726573730A525444314E756D6265720B52544432416464726573730A525444324E756D6265720B52544433416464726573730A525444334E756D6265720B52544434416464726573730A525444344E756D6265720F48656174657254696D65416C61726D0F52656C61794379636C65416C61726D0F506F7765724379636C65537461727412506F7765724379636C65496E74657276616C17506F776572496E7075744465766963654164647265737316506F776572496E7075744465766963654E756D6265721343425472697044657669636541646472657373124342547269704465766963654E756D6265720B43425472697053746174651655736572416C61726D446576696365416464726573731555736572416C61726D4465766963654E756D6265720E55736572416C61726D537461746508416C61726D5461670A506F7765724C696D69740E4C6F77566F6C746765416C61726D1048696768566F6C74616765416C61726D19486967684C696D697454656D704375746F7574456E61626C6513486967684C696D697454656D704375746F75740C50726F706F7274696F6E616C094379636C6554696D651654656D7065726174757265416C61726D46696C746572114C696D697465724375746F757454656D700E4C6F616453686564456E61626C65104C534661696C53616665456E61626C65124C6F616453686564456E61626C654D61736B1A4C696D6974657254656D7065726174757265536574706F696E7408525444314D6F646508525444324D6F646508525444334D6F646508525444344D6F646511504C49557064617465496E74657276616C0E4C6F774C696D69744375746F7574164C6F774C696D69744375746F75744465616462616E641F4C6F774C696D697454656D704375746F7574416C61726D4C61746368696E67184C6F774C696D697454656D704375746F7574456E61626C650C55736572416C61726D5461671354656D704661696C4D6F646550657263656E7400000100000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000010002020E0B020202020B0B0B0B0B0B0B0B0B0E0E0B02020202020202020F0F0E0E0E0E0E0E0E0E0E020E0B0B010B0B0E0E0B0101080B0E0E0E0E0E0B0B01010202000000050506040000000648542D3130366C000000803F0101000100000C43F52820433E0AF042AE47A140000020420000A0400000A0410000F041000020C200006400000000422503250226060000A086010020A10700190800000000000000000000000000000000000A64000000B44200008743011F0525430000000000008403F50861440000000000000000000001000100010001000A000000BCC2CDCCAC40010006050000000A5573657220416C61726D320B,0,0,0,140
7AC6EBE4-F1CA-4636-8D9E-0860A204A6E8,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,HT-128 (DP-20 BP),LOOP2,          ,          ,16,0,0,0,0,0,0,1,0,0,,2023-07-27 09:04:53.313,0,108,0,0x0001000000FFFFFFFF01000000000000000C020000004C436C61737365732C2056657273696F6E3D332E362E3134372E302C2043756C747572653D6E65757472616C2C205075626C69634B6579546F6B656E3D3931306162363430393531313661633005010000001E4548542E4548544465766963654D6F64656C2E4548544369726375697432040000000B4973537465616D61626C650E4C61737455706461746554696D650F446576696365436F6D6D446562756706436F6E66696700000204010D244548542E4548544465766963654D6F64656C2E4548544369726375697432436F6E666967020000000200000000004892545E8EDB480A09030000000503000000244548542E4548544465766963654D6F64656C2E4548544369726375697432436F6E666967420000000C52656C6179416464726573730B52656C61794E756D626572035461670B4465766963654D6F64656C0F4669726D7761726556657273696F6E0A4C6F6F70456E61626C650B436F6E74726F6C4D6F64650D4661696C5361666553746174650F47726F756E644661756C74547269700C4D61696E7461696E54656D700D4869676854656D70416C61726D0C4C6F7754656D70416C61726D084465616462616E64104869676843757272656E74416C61726D0F4C6F7743757272656E74416C61726D1047726F756E644661756C74416C61726D1447726F756E644661756C7454726970416C61726D12504153434D696E416D6269656E7454656D700F504153434D696E5069706553697A650B506F77657241646A7573740C417578696C61727954656D700B52544431416464726573730A525444314E756D6265720B52544432416464726573730A525444324E756D6265720B52544433416464726573730A525444334E756D6265720B52544434416464726573730A525444344E756D6265720F48656174657254696D65416C61726D0F52656C61794379636C65416C61726D0F506F7765724379636C65537461727412506F7765724379636C65496E74657276616C17506F776572496E7075744465766963654164647265737316506F776572496E7075744465766963654E756D6265721343425472697044657669636541646472657373124342547269704465766963654E756D6265720B43425472697053746174651655736572416C61726D446576696365416464726573731555736572416C61726D4465766963654E756D6265720E55736572416C61726D537461746508416C61726D5461670A506F7765724C696D69740E4C6F77566F6C746765416C61726D1048696768566F6C74616765416C61726D19486967684C696D697454656D704375746F7574456E61626C6513486967684C696D697454656D704375746F75740C50726F706F7274696F6E616C094379636C6554696D651654656D7065726174757265416C61726D46696C746572114C696D697465724375746F757454656D700E4C6F616453686564456E61626C65104C534661696C53616665456E61626C65124C6F616453686564456E61626C654D61736B1A4C696D6974657254656D7065726174757265536574706F696E7408525444314D6F646508525444324D6F646508525444334D6F646508525444344D6F646511504C49557064617465496E74657276616C0E4C6F774C696D69744375746F7574164C6F774C696D69744375746F75744465616462616E641F4C6F774C696D697454656D704375746F7574416C61726D4C61746368696E67184C6F774C696D697454656D704375746F7574456E61626C650C55736572416C61726D5461671354656D704661696C4D6F646550657263656E7400000100000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000010002020E0B020202020B0B0B0B0B0B0B0B0B0E0E0B02020202020202020F0F0E0E0E0E0E0E0E0E0E020E0B0B010B0B0E0E0B0101080B0E0E0E0E0E0B0B01010202000000040106040000000648542D3132386C000000803F0101000100000C43F52820433E0AF042AE47A1400000F0410000803F0000A0410000F041000020C200006400000000422301000000000000A086010020A10700100800000000000000000000000000000000000A64000000B44200008743011F0525430000000000008403F50861440000000000000000000001000100010001000A000000BCC2CDCCAC40010006050000000A5573657220416C61726D320B,0,0,0,140
E0DBC608-27A6-4DC2-BF01-0B64255BECB7,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,CRM-1,CRM,          ,          ,1,0,0,0,0,0,0,1.06,0,0,,2023-07-14 10:01:15.950,0,103,0,0x0001000000FFFFFFFF01000000000000000C020000004C436C61737365732C2056657273696F6E3D332E362E3134372E302C2043756C747572653D6E65757472616C2C205075626C69634B6579546F6B656E3D3931306162363430393531313661633005010000001B4548542E4548544465766963654D6F64656C2E4E47433330454D52030000000B4973537465616D61626C650E4C61737455706461746554696D650F446576696365436F6D6D4465627567000002010D020000000000000000000000000A0B,0,0,0,-3000
30361C42-E81F-4121-9486-0C8E0BC9C143,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,CRM-2,CRM,          ,          ,2,0,0,0,0,0,0,1.06,0,0,,2023-07-14 10:01:15.130,0,103,0,0x0001000000FFFFFFFF01000000000000000C020000004C436C61737365732C2056657273696F6E3D332E362E3134372E302C2043756C747572653D6E65757472616C2C205075626C69634B6579546F6B656E3D3931306162363430393531313661633005010000001B4548542E4548544465766963654D6F64656C2E4E47433330454D52030000000B4973537465616D61626C650E4C61737455706461746554696D650F446576696365436F6D6D4465627567000002010D020000000000000000000000000A0B,0,0,0,-3000
6F6E21A5-2BB7-4B45-B8F9-0F6497D3C6CA,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000, HT-126 (A-102 2   PSV) ,LOOP2,          ,          ,15,0,0,0,0,0,0,1,0,0,,2023-07-27 09:04:53.367,0,108,0,0x0001000000FFFFFFFF01000000000000000C020000004C436C61737365732C2056657273696F6E3D332E362E3134372E302C2043756C747572653D6E65757472616C2C205075626C69634B6579546F6B656E3D3931306162363430393531313661633005010000001E4548542E4548544465766963654D6F64656C2E4548544369726375697432040000000B4973537465616D61626C650E4C61737455706461746554696D650F446576696365436F6D6D446562756706436F6E66696700000204010D244548542E4548544465766963654D6F64656C2E4548544369726375697432436F6E666967020000000200000000004892545E8EDB480A09030000000503000000244548542E4548544465766963654D6F64656C2E4548544369726375697432436F6E666967420000000C52656C6179416464726573730B52656C61794E756D626572035461670B4465766963654D6F64656C0F4669726D7761726556657273696F6E0A4C6F6F70456E61626C650B436F6E74726F6C4D6F64650D4661696C5361666553746174650F47726F756E644661756C74547269700C4D61696E7461696E54656D700D4869676854656D70416C61726D0C4C6F7754656D70416C61726D084465616462616E64104869676843757272656E74416C61726D0F4C6F7743757272656E74416C61726D1047726F756E644661756C74416C61726D1447726F756E644661756C7454726970416C61726D12504153434D696E416D6269656E7454656D700F504153434D696E5069706553697A650B506F77657241646A7573740C417578696C61727954656D700B52544431416464726573730A525444314E756D6265720B52544432416464726573730A525444324E756D6265720B52544433416464726573730A525444334E756D6265720B52544434416464726573730A525444344E756D6265720F48656174657254696D65416C61726D0F52656C61794379636C65416C61726D0F506F7765724379636C65537461727412506F7765724379636C65496E74657276616C17506F776572496E7075744465766963654164647265737316506F776572496E7075744465766963654E756D6265721343425472697044657669636541646472657373124342547269704465766963654E756D6265720B43425472697053746174651655736572416C61726D446576696365416464726573731555736572416C61726D4465766963654E756D6265720E55736572416C61726D537461746508416C61726D5461670A506F7765724C696D69740E4C6F77566F6C746765416C61726D1048696768566F6C74616765416C61726D19486967684C696D697454656D704375746F7574456E61626C6513486967684C696D697454656D704375746F75740C50726F706F7274696F6E616C094379636C6554696D651654656D7065726174757265416C61726D46696C746572114C696D697465724375746F757454656D700E4C6F616453686564456E61626C65104C534661696C53616665456E61626C65124C6F616453686564456E61626C654D61736B1A4C696D6974657254656D7065726174757265536574706F696E7408525444314D6F646508525444324D6F646508525444334D6F646508525444344D6F646511504C49557064617465496E74657276616C0E4C6F774C696D69744375746F7574164C6F774C696D69744375746F75744465616462616E641F4C6F774C696D697454656D704375746F7574416C61726D4C61746368696E67184C6F774C696D697454656D704375746F7574456E61626C650C55736572416C61726D5461671354656D704661696C4D6F646550657263656E7400000100000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000010002020E0B020202020B0B0B0B0B0B0B0B0B0E0E0B02020202020202020F0F0E0E0E0E0E0E0E0E0E020E0B0B010B0B0E0E0B0101080B0E0E0E0E0E0B0B01010202000000030506040000000648542D3132366C000000803F0101000100000C43F52820433E0AF042AE47A1400000F041000000000000A0410000F041000020C200006400000000422506000000000000A086010020A107000F0800000000000000000000000000000000000A64000000B44200008743011F0525430000000000008403F50861440000000000000000000001000100010001000A000000BCC2CDCCAC40010006050000000A5573657220416C61726D320B,0,0,0,140
E2B3CB04-75AC-4368-A90F-17DF509E9833,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,HT-117,LOOP2,          ,          ,11,0,0,0,0,0,0,1,0,0,,2023-07-27 09:04:53.570,0,108,0,0x0001000000FFFFFFFF01000000000000000C020000004C436C61737365732C2056657273696F6E3D332E362E3134372E302C2043756C747572653D6E65757472616C2C205075626C69634B6579546F6B656E3D3931306162363430393531313661633005010000001E4548542E4548544465766963654D6F64656C2E4548544369726375697432040000000B4973537465616D61626C650E4C61737455706461746554696D650F446576696365436F6D6D446562756706436F6E66696700000204010D244548542E4548544465766963654D6F64656C2E4548544369726375697432436F6E6669670200000002000000000030F4396A07DC480A09030000000503000000244548542E4548544465766963654D6F64656C2E4548544369726375697432436F6E666967420000000C52656C6179416464726573730B52656C61794E756D626572035461670B4465766963654D6F64656C0F4669726D7761726556657273696F6E0A4C6F6F70456E61626C650B436F6E74726F6C4D6F64650D4661696C5361666553746174650F47726F756E644661756C74547269700C4D61696E7461696E54656D700D4869676854656D70416C61726D0C4C6F7754656D70416C61726D084465616462616E64104869676843757272656E74416C61726D0F4C6F7743757272656E74416C61726D1047726F756E644661756C74416C61726D1447726F756E644661756C7454726970416C61726D12504153434D696E416D6269656E7454656D700F504153434D696E5069706553697A650B506F77657241646A7573740C417578696C61727954656D700B52544431416464726573730A525444314E756D6265720B52544432416464726573730A525444324E756D6265720B52544433416464726573730A525444334E756D6265720B52544434416464726573730A525444344E756D6265720F48656174657254696D65416C61726D0F52656C61794379636C65416C61726D0F506F7765724379636C65537461727412506F7765724379636C65496E74657276616C17506F776572496E7075744465766963654164647265737316506F776572496E7075744465766963654E756D6265721343425472697044657669636541646472657373124342547269704465766963654E756D6265720B43425472697053746174651655736572416C61726D446576696365416464726573731555736572416C61726D4465766963654E756D6265720E55736572416C61726D537461746508416C61726D5461670A506F7765724C696D69740E4C6F77566F6C746765416C61726D1048696768566F6C74616765416C61726D19486967684C696D697454656D704375746F7574456E61626C6513486967684C696D697454656D704375746F75740C50726F706F7274696F6E616C094379636C6554696D651654656D7065726174757265416C61726D46696C746572114C696D697465724375746F757454656D700E4C6F616453686564456E61626C65104C534661696C53616665456E61626C65124C6F616453686564456E61626C654D61736B1A4C696D6974657254656D7065726174757265536574706F696E7408525444314D6F646508525444324D6F646508525444334D6F646508525444344D6F646511504C49557064617465496E74657276616C0E4C6F774C696D69744375746F7574164C6F774C696D69744375746F75744465616462616E641F4C6F774C696D697454656D704375746F7574416C61726D4C61746368696E67184C6F774C696D697454656D704375746F7574456E61626C650C55736572416C61726D5461671354656D704661696C4D6F646550657263656E7400000100000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000010002020E0B020202020B0B0B0B0B0B0B0B0B0E0E0B02020202020202020F0F0E0E0E0E0E0E0E0E0E020E0B0B010B0B0E0E0B0101080B0E0E0E0E0E0B0B01010202000000030106040000000648542D3131376C000000803F010100010000FA42000020430000BE420000A0400000F0410000A0400000A0410000F041000020C200006400000000422404240524060000A086010020A107000B0800000000000000000000000000000000000A64000000B4420000874301000025430000000000008403000061440000000000000000000001000100010001000A000000BCC200000000010006050000000A5573657220416C61726D320B,0,0,0,125
6A5018C0-4AAD-4376-82CF-19969369EF73,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,STS-04-HTC-4-1,HTCDIRECT,          ,          ,13,0,0,1,17,0,1,3.21,0,0,192.168.245.170,2023-07-12 06:42:29.347,0,920,0,0x0001000000FFFFFFFF01000000000000000C020000004C436C61737365732C2056657273696F6E3D332E362E3134372E302C2043756C747572653D6E65757472616C2C205075626C69634B6579546F6B656E3D3931306162363430393531313661633005010000001F4548542E4548544465766963654D6F64656C2E454854485443446972656374050000000B4973537465616D61626C650E4C61737455706461746554696D650F446576696365436F6D6D44656275670D5F4973436F6D6D4661696C65640C454854485443436F6E6669670000020004010D011F4548542E4548544465766963654D6F64656C2E454854485443436F6E6669670200000002000000006EB3B312CD82DB480A00090300000005030000001F4548542E4548544465766963654D6F64656C2E454854485443436F6E66696769000000035461670E436F6E74726F6C6C657254797065074164647265737304506F72740F4D616E75666163747572654461746514436F6E74726F6C6C6572537769746368547970650A545352616E67654D61780A545352616E67654D696E0F426173654C444952616E67654D61780F426173654C444952616E67654D696E0B47464952616E67654D61780B47464952616E67654D696E1342617365566F6C7461676552616E67654D61781342617365566F6C7461676552616E67654D696E0D506F77657252616E67654D61780D506F77657252616E67654D696E154E6F6D526573697374616E636552616E67654D6178154E6F6D526573697374616E636552616E67654D696E0F43757272656E7452616E67654D61780F43757272656E7452616E67654D696E0F4669726D7761726556657273696F6E0C545332496E7374616C6C6564095F536574706F696E74095F4465616462616E640D5F50726F706F7274696F6E616C0A5F4379636C6554696D65135F43697263756974427265616B657253697A650D5F4D6178696D756D506F7765720F5F4D6178696D756D43757272656E74105F4F75747075744C696D69744D6F64650E5F5453436F6E74726F6C4D6F64650B5F54534661696C4D6F64650E5F54533153656E736F7254797065125F5453314C656164526573697374616E63650E5F54533253656E736F7254797065125F5453324C656164526573697374616E6365125F4175746F6379636C65496E74657276616C0E5F4143565475726E73526174696F0E5F4C44495475726E73526174696F135F4869545331416C61726D536574706F696E74135F4C6F545331416C61726D536574706F696E74135F4869545332416C61726D536574706F696E74135F4C6F545332416C61726D536574706F696E74135F48694C4449416C61726D536574706F696E74135F4C6F4C4449416C61726D536574706F696E74135F4869474649416C61726D536574706F696E74155F47464954726970416C61726D536574706F696E74135F4869414356416C61726D536574706F696E74135F4C6F414356416C61726D536574706F696E741F5F4869526573697374446576696174696F6E416C61726D536574706F696E741F5F4C6F526573697374446576696174696F6E416C61726D536574706F696E74215F436F6E746163746F724379636C65436F756E74416C61726D536574706F696E74105F48695453416C61726D46696C746572105F4C6F5453416C61726D46696C746572115F48694C4449416C61726D46696C746572115F4C6F4C4449416C61726D46696C746572115F4869474649416C61726D46696C746572115F4869414356416C61726D46696C746572115F4C6F414356416C61726D46696C7465721D5F4869526573697374446576696174696F6E416C61726D46696C7465721D5F4C6F526573697374446576696174696F6E416C61726D46696C746572125F4E6F6D696E616C526573697374616E63650E5F566F6C74616765536F757263650D5F4669786564566F6C74616765165F5468726565506861736543616C63756C6174696F6E0E5F457874496E70757453657475700F5F4578744F757470757453657475700F5F4F76657272696465536F75726365125F537769746368436F6E74726F6C4D6F64650D5F537769746368526174696E67195F4C6F676963616C506F696E746F66436F6E74726F6C6C65721A5F4D61784374726C536574706F696E74566961436F6E736F6C651A5F4D696E4374726C536574706F696E74566961436F6E736F6C65115F545331436F6E66696775726174696F6E115F545332436F6E66696775726174696F6E105F415443467265657A654D61737465721944726177696E6753657474696E67734861734368616E676564115F45787465726E616C496E7075745461670C416C61726D456E61626C65640D416C61726D5072696F72697479155F4C6F63616C416C61726D5072696F726974696573175F416C61726D4F75747075744E6F726D616C5374617465115F416C61726D4F7574707574466C617368105F4175746F6379636C65456E61626C65185F4175746F6379636C65556E697473496E4D696E75746573154465616462616E64537769746368436F6E74726F6C165F436F6E736F6C6544656772656573464F7074696F6E165F4E6F6E4C61746368696E6754656D70416C61726D730F5F4C6F616453686564456E61626C65175F4C6F6164536865644661696C53616665456E61626C65155F4C6F61645368656447726F757031456E61626C65155F4C6F61645368656447726F757032456E61626C65155F4C6F61645368656447726F757033456E61626C65155F4C6F61645368656447726F757034456E61626C65124743434669726D7761726556657273696F6E0A4861734368616E6765641156616C6964617465536574706F696E74730B5F556E69743234305641430E506F696E744265696E6755736564164C696D697465724669726D7761726556657273696F6E215F4C696D697465724375746F757454656D7065726174757265536574706F696E74115F4C696D69746572496E7374616C6C6564165F4C696D6974657243757272656E7453656E73696E67084743434D6F64656C1253656374696F6E4368616E676564466C61670100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010707000000000000000000000000000000000000000000000000000E08020D020B0B0B0B0B0B0B0B0B0B0B0B0B0B0B010B0B0B0B0B0B0B020202020B020B0E0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B0B020B01020202020B020B0B02020201010201020101010101010101010101010B01010101080B010102080200000006040000000E5354532D30342D4854432D342D3198030D0000000100C0E3E02923DA080000408444000098C20000F0410000803E00007A430000A0410000A5430000204100000000000000000000FA44000000400AD7233C8FC2F53CA4704D400100000C436666464066666640000020410000F0410000E14500000000010001000000000000000000000800CDCC4C3F0000AC4100005443C3F5064300005443000060410000F0410000803F0000484200009642000087430000B4420000484200004842005043480000000000000000000000000000000000000000000000000000000000000000000000000000C040000000F04200000000020000F0410100408444000098C20000000006050000000009060000000907000000010100000001010100010101010114AE474000010001000000000000004200000A000000000F060000002200000001010001010000000100000000000001000000000000000001010101010101010000000F070000002200000002010101010101010101010101010101000100000000010101010101010101010000000B,0,0,12288,140
5997BCA4-DE44-4EB0-9F65-20FE866BD1AB,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,HT-120 (A-102 Tank Man + OHB),LOOP2,          ,          ,24,0,0,0,0,0,0,1,0,0,,2023-07-27 09:04:52.830,0,108,0,0x0001000000FFFFFFFF01000000000000000C020000004C436C61737365732C2056657273696F6E3D332E362E3134372E302C2043756C747572653D6E65757472616C2C205075626C69634B6579546F6B656E3D3931306162363430393531313661633005010000001E4548542E4548544465766963654D6F64656C2E4548544369726375697432040000000B4973537465616D61626C650E4C61737455706461746554696D650F446576696365436F6D6D446562756706436F6E66696700000204010D244548542E4548544465766963654D6F64656C2E4548544369726375697432436F6E66696702000000020000000000F0475E0F1BDC480A09030000000503000000244548542E4548544465766963654D6F64656C2E4548544369726375697432436F6E666967420000000C52656C6179416464726573730B52656C61794E756D626572035461670B4465766963654D6F64656C0F4669726D7761726556657273696F6E0A4C6F6F70456E61626C650B436F6E74726F6C4D6F64650D4661696C5361666553746174650F47726F756E644661756C74547269700C4D61696E7461696E54656D700D4869676854656D70416C61726D0C4C6F7754656D70416C61726D084465616462616E64104869676843757272656E74416C61726D0F4C6F7743757272656E74416C61726D1047726F756E644661756C74416C61726D1447726F756E644661756C7454726970416C61726D12504153434D696E416D6269656E7454656D700F504153434D696E5069706553697A650B506F77657241646A7573740C417578696C61727954656D700B52544431416464726573730A525444314E756D6265720B52544432416464726573730A525444324E756D6265720B52544433416464726573730A525444334E756D6265720B52544434416464726573730A525444344E756D6265720F48656174657254696D65416C61726D0F52656C61794379636C65416C61726D0F506F7765724379636C65537461727412506F7765724379636C65496E74657276616C17506F776572496E7075744465766963654164647265737316506F776572496E7075744465766963654E756D6265721343425472697044657669636541646472657373124342547269704465766963654E756D6265720B43425472697053746174651655736572416C61726D446576696365416464726573731555736572416C61726D4465766963654E756D6265720E55736572416C61726D537461746508416C61726D5461670A506F7765724C696D69740E4C6F77566F6C746765416C61726D1048696768566F6C74616765416C61726D19486967684C696D697454656D704375746F7574456E61626C6513486967684C696D697454656D704375746F75740C50726F706F7274696F6E616C094379636C6554696D651654656D7065726174757265416C61726D46696C746572114C696D697465724375746F757454656D700E4C6F616453686564456E61626C65104C534661696C53616665456E61626C65124C6F616453686564456E61626C654D61736B1A4C696D6974657254656D7065726174757265536574706F696E7408525444314D6F646508525444324D6F646508525444334D6F646508525444344D6F646511504C49557064617465496E74657276616C0E4C6F774C696D69744375746F7574164C6F774C696D69744375746F75744465616462616E641F4C6F774C696D697454656D704375746F7574416C61726D4C61746368696E67184C6F774C696D697454656D704375746F7574456E61626C650C55736572416C61726D5461671354656D704661696C4D6F646550657263656E7400000100000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000010002020E0B020202020B0B0B0B0B0B0B0B0B0E0E0B02020202020202020F0F0E0E0E0E0E0E0E0E0E020E0B0B010B0B0E0E0B0101080B0E0E0E0E0E0B0B01010202000000050406040000001D48542D3132302028412D3130322054616E6B204D616E202B204F4842296C000000803F0101000148E1DB42F52820430000BE42AE47A140000020420000A0400000A0410000F041000020C200006400000000422501260426070000A086010020A10700180800000000000000000000000000000000000A64000000B44200008743011F0525430000000000008403F50861440000000000000000000001000100010001000A000000BCC200000000010006050000000A5573657220416C61726D320B,0,0,0,109.94
B8DA1529-47B1-4FAA-A782-2574F864F404,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,CRM-7,CRM,          ,          ,7,0,0,0,0,0,0,1.06,0,0,,2023-07-14 10:01:15.143,0,103,0,0x0001000000FFFFFFFF01000000000000000C020000004C436C61737365732C2056657273696F6E3D332E362E3134372E302C2043756C747572653D6E65757472616C2C205075626C69634B6579546F6B656E3D3931306162363430393531313661633005010000001B4548542E4548544465766963654D6F64656C2E4E47433330454D52030000000B4973537465616D61626C650E4C61737455706461746554696D650F446576696365436F6D6D4465627567000002010D020000000000000000000000000A0B,0,0,0,-3000
